,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio,ROI
1225,Brüno (2009),138805831.0,42000000.0,30619130.0,5.8,81,137121.0,1.85,230.49007380952384
1287,A Nightmare on Elm Street (2010),115664037.0,35000000.0,32902299.0,5.2,95,88849.0,2.35,230.46867714285716
872,Fantastic Four (2005),330120875.0,100000000.0,56061504.0,5.7,106,303869.0,2.35,230.12087499999998
828,Ocean's Twelve (2004),362744280.0,110000000.0,39153380.0,6.5,125,343208.0,2.39,229.76752727272728
41,True Lies (1994),378882411.0,115000000.0,25869770.0,7.2,141,228080.0,1.78,229.46296608695653
1896,Smurfs: The Lost Village (2017),197183546.0,60000000.0,13210449.0,6.0,90,16939.0,1.85,228.63924333333335
1898,The Mummy (2017),410333326.0,125000000.0,31688375.0,5.4,110,164667.0,16,228.2666608
1219,The Hurt Locker (2008),49230772.0,15000000.0,145352.0,7.6,131,406040.0,1.85,228.20514666666668
81,Spy Hard (1996),59000000.0,18000000.0,98176.0,5.4,81,35027.0,1.85,227.77777777777777
1178,Yes Man (2008),228990976.0,70000000.0,18262471.0,6.8,104,322241.0,2.35,227.1299657142857
1904,War for the Planet of the Apes (2017),490664238.0,150000000.0,56262929.0,7.4,140,214786.0,2.39,227.109492
716,Under the Tuscan Sun (2003),58878723.0,18000000.0,9751425.0,6.8,113,44913.0,1.85,227.1040166666667
743,The Last Samurai (2003),456758981.0,140000000.0,24271354.0,7.7,154,382924.0,2.35,226.25641500000003
1331,Due Date (2010),211780824.0,65000000.0,32689406.0,6.5,95,313179.0,2.35,225.81665230769232
83,The Hunchback of Notre Dame (1996),325338851.0,100000000.0,4293000.0,6.9,91,134436.0,1.66,225.338851
1208,Angels & Demons (2009),485930816.0,150000000.0,46204168.0,6.7,138,262243.0,2.39,223.95387733333334
1228,Julie & Julia (2009),129540499.0,40000000.0,20027956.0,7.0,123,101147.0,1.85,223.85124749999997
983,The Texas Chainsaw Massacre: The Beginning (2006),51764406.0,16000000.0,18508228.0,5.8,91,65888.0,1.85,223.5275375
1698,Into the Storm (2014),161502194.0,50000000.0,18015000.0,5.8,89,62367.0,1.85,223.004388
836,The Ring Two (2005),161451538.0,50000000.0,35065237.0,5.4,110,88798.0,1.85,222.903076
1649,Son of God (2014),70949793.0,22000000.0,26500000.0,5.7,138,17872.0,2.35,222.4990590909091
1094,Aliens vs. Predator: Requiem (2007),128884494.0,40000000.0,13655306.0,4.7,94,112477.0,2.35,222.21123500000002
200,Mousehunt (1997),122417389.0,38000000.0,6062922.0,6.4,98,49261.0,1.85,222.15102368421054
381,The Talented Mr. Ripley (1999),128798265.0,40000000.0,12738237.0,7.4,139,171442.0,1.85,221.9956625
324,Entrapment (1999),212404396.0,66000000.0,20145595.0,6.3,113,103414.0,2.35,221.82484242424243
396,The Tigger Movie (2000),96159800.0,30000000.0,9427532.0,6.3,77,16409.0,1.33,220.53266666666667
1666,Blended (2014),127994610.0,40000000.0,18185000.0,6.5,117,111640.0,1.85,219.98652500000003
523,Harlem Nights (1989),95900000.0,30000000.0,16000000.0,6.1,116,19301.0,1.85,219.66666666666669
126,Alien³ (1992),159773600.0,50000000.0,23141188.0,6.5,114,265584.0,2.20,219.5472
1223,My Sister's Keeper (2009),95714875.0,30000000.0,12442212.0,7.4,109,86981.0,2.35,219.04958333333332
1298,Predators (2010),127233108.0,40000000.0,24760882.0,6.4,107,205622.0,2.39,218.08277
1742,Focus (2015),159062963.0,50100000.0,18685137.0,6.6,105,202702.0,1.85,217.49094411177646
1767,Ted 2 (2015),215863606.0,68000000.0,33507870.0,6.3,115,175209.0,2.39,217.44647941176473
169,George of the Jungle (1997),174463257.0,55000000.0,22878989.0,5.4,92,68210.0,1.37,217.20592181818182
1417,Spy Kids 4-D: All the Time in the World (2011),85564310.0,27000000.0,11644672.0,3.5,89,21324.0,1.85,216.90485185185184
444,The Cell (2000),104155843.0,33000000.0,17515050.0,6.3,107,92367.0,2.39,215.62376666666668
602,Men in Black II (2002),441818803.0,140000000.0,52148751.0,6.2,88,329647.0,1.37,215.58485928571426
1685,Sex Tape (2014),126069509.0,40000000.0,14608152.0,5.1,94,103909.0,1.85,215.17377249999998
610,Spy Kids 2: Island of Lost Dreams (2002),119723358.0,38000000.0,16711716.0,5.1,100,57574.0,1.85,215.06146842105264
846,The Wedding Date (2005),47175038.0,15000000.0,11129580.0,6.2,90,46638.0,1.85,214.50025333333335
1876,The Bye Bye Man (2017),23239232.0,7400000.0,13378000.0,4.2,96,19898.0,1.85,214.04367567567567
514,Scary Movie 2 (2001),141220678.0,45000000.0,20503356.0,5.3,83,144044.0,1.85,213.8237288888889
1799,Ride Along 2 (2016),125186461.0,40000000.0,34040000.0,5.9,102,51130.0,2.35,212.9661525
75,Space Jam (1996),250200000.0,80000000.0,27528529.0,6.4,88,150904.0,1.85,212.75
294,The Prince of Egypt (1998),218613188.0,70000000.0,14524321.0,7.1,99,112678.0,1.66,212.30455428571426
1215,New in Town (2009),24970613.0,8000000.0,6741530.0,5.6,97,21024.0,1.85,212.1326625
702,Open Range (2003),68613992.0,22000000.0,14047781.0,7.4,139,64230.0,2.35,211.88178181818182
819,Ray (2004),124731534.0,40000000.0,20039730.0,7.7,152,132633.0,1.85,211.82883499999997
1707,Fury (2014),211817906.0,68000000.0,82251953.0,7.6,134,403225.0,2.35,211.49692058823527
1808,Neighbors 2: Sorority Rising (2016),108872656.0,35000000.0,21760405.0,5.7,92,108396.0,2.35,211.06473142857146
1869,Why Him? (2016),118102725.0,38000000.0,11002986.0,6.2,111,95616.0,1.85,210.79664473684213
1349,Little Fockers (2010),310650585.0,100000000.0,30833665.0,5.5,98,102574.0,1.85,210.650585
1483,Prometheus (2012),403354469.0,130000000.0,51050101.0,7.0,124,552351.0,1.66,210.27266846153844
1704,Dracula Untold (2014),217124280.0,70000000.0,23514615.0,6.3,92,170933.0,2.39,210.17754285714284
1212,The Last House on the Left (2009),46526243.0,15000000.0,14118685.0,6.5,110,82042.0,1.85,210.17495333333335
951,Nacho Libre (2006),99255460.0,32000000.0,28309599.0,5.7,92,78410.0,1.85,210.1733125
1092,There Will Be Blood (2007),77208711.0,25000000.0,302845.0,8.2,158,486629.0,2.39,208.83484399999998
1593,Grown Ups 2 (2013),246984278.0,80000000.0,41508572.0,5.4,101,134171.0,1.85,208.73034750000002
356,Stigmata (1999),89446268.0,29000000.0,18309666.0,6.2,103,62462.0,2.35,208.4354068965517
1384,Water for Elephants (2011),117094902.0,38000000.0,16842353.0,6.9,120,108112.0,2.35,208.1444789473684
1648,Need for Speed (2014),203277636.0,66000000.0,17844939.0,6.5,132,158630.0,2.35,207.99641818181817
204,The Big Lebowski (1998),46189568.0,15000000.0,5533844.0,8.1,117,692882.0,1.85,207.93045333333336
1679,Planes: Fire & Rescue (2014),153765787.0,50000000.0,17509407.0,6.0,83,15863.0,2.35,207.531574
1646,300: Rise of an Empire (2014),337580051.0,110000000.0,45038460.0,6.2,102,271839.0,2.35,206.89095545454546
1798,The Forest (2016),30687600.0,10000000.0,12741176.0,4.8,93,38204.0,1.85,206.876
1881,Kong: Skull Island (2017),566652812.0,185000000.0,61025472.0,6.6,118,254502.0,2.39,206.29881729729732
57,Rising Sun (1993),107198790.0,35000000.0,15100000.0,6.2,125,40777.0,1.85,206.28225714285713
844,Are We There Yet? (2005),97918663.0,32000000.0,18575214.0,4.7,95,28071.0,1.85,205.995821875
1175,Seven Pounds (2008),168168201.0,55000000.0,14851136.0,7.6,123,277207.0,2.35,205.76036545454545
788,White Chicks (2004),113086475.0,37000000.0,19676748.0,5.6,109,124233.0,1.85,205.6391216216216
1737,X-Men: Apocalypse (2016),543934787.0,178000000.0,65000000.0,6.9,144,375884.0,2.39,205.58134101123596
1090,Sweeney Todd: The Demon Barber of Fleet Street (2007),152523073.0,50000000.0,13635390.0,7.3,116,331951.0,1.85,205.04614600000002
1213,Drag Me to Hell (2009),91388487.0,30000000.0,15825480.0,6.5,99,182097.0,2.35,204.62829
18,Congo (1995),152022101.0,50000000.0,24642539.0,5.2,109,40653.0,1.85,204.04420199999998
1399,Why Did I Get Married Too? (2010),60673972.0,20000000.0,29289537.0,4.7,121,8848.0,1.85,203.36986000000002
1150,The Women (2008),50007546.0,16500000.0,10115121.0,5.0,114,19762.0,1.85,203.07603636363635
1438,Immortals (2011),226904017.0,75000000.0,32206425.0,6.0,110,156689.0,1.85,202.5386893333333
842,Racing Stripes (2005),90754475.0,30000000.0,18862432.0,5.2,102,15318.0,1.85,202.51491666666666
327,Superman (1978),166200000.0,55000000.0,7465343.0,7.3,143,153135.0,2.35,202.1818181818182
131,Star Trek (1979),139000000.0,46000000.0,11926421.0,6.4,132,77947.0,2.20,202.17391304347828
734,21 Grams (2003),60427839.0,20000000.0,274454.0,7.7,124,217848.0,1.85,202.139195
250,Jane Austen's Mafia! (1998),30182538.0,10000000.0,6577961.0,5.6,87,14171.0,1.85,201.82538
979,Apocalypto (2006),120654337.0,40000000.0,15005604.0,7.8,139,278637.0,1.85,201.6358425
927,Eight Below (2006),120455994.0,40000000.0,24968601.0,7.3,120,58594.0,2.35,201.13998500000002
679,Identity (2003),90259536.0,30000000.0,16225263.0,7.3,90,217169.0,2.35,200.86512000000002
525,America's Sweethearts (2001),138191428.0,46000000.0,30181877.0,5.7,102,53364.0,2.35,200.41614782608696
298,Rambo III (1988),189015611.0,63000000.0,16745418.0,5.8,102,116818.0,2.35,200.02477936507938
1279,How to Train Your Dragon (2010),494878759.0,165000000.0,43732319.0,8.1,98,636860.0,2.39,199.9265206060606
1383,Thor (2011),449326618.0,150000000.0,65723338.0,7.0,115,714885.0,2.39,199.55107866666665
1622,Inside Llewyn Davis (2013),32935319.0,11000000.0,405411.0,7.5,104,131012.0,1.85,199.41199090909092
554,Vanilla Sky (2001),203388341.0,68000000.0,25015518.0,6.9,136,240136.0,1.85,199.10050147058826
160,Con Air (1997),224012234.0,75000000.0,24131738.0,6.9,115,266027.0,2.39,198.68297866666666
997,Harsh Times (2005),5967038.0,2000000.0,1968505.0,6.9,116,61467.0,1.85,198.3519
163,Hercules (1997),252712101.0,85000000.0,21454451.0,7.3,93,193389.0,1.66,197.30835411764707
1793,How to Be Single (2016),112343513.0,38000000.0,18750000.0,6.1,110,77685.0,2.35,195.64082368421052
1624,August: Osage County (2013),73745738.0,25000000.0,139915.0,7.2,121,81758.0,2.35,194.982952
1290,Sex and the City 2 (2010),294680778.0,100000000.0,36835353.0,4.5,146,71535.0,1.85,194.680778
856,Guess Who (2005),103075949.0,35000000.0,20671446.0,5.9,105,39008.0,1.85,194.50271142857142
445,The Original Kings of Comedy (2000),38251106.0,13000000.0,11053832.0,6.9,115,5193.0,1.85,194.23927692307691
1378,Hop (2011),184924333.0,63000000.0,37543710.0,5.4,95,29889.0,1.85,193.5306873015873
686,The Italian Job (2003),176070171.0,60000000.0,19457944.0,7.0,111,331262.0,2.39,193.450285
1848,Inferno (2016),220021259.0,75000000.0,14860425.0,6.2,121,148089.0,1.85,193.36167866666668
752,The Butterfly Effect (2004),38122165.0,13000000.0,17065227.0,7.6,113,435504.0,1.85,193.2474230769231
1684,Deliver Us from Evil (2014),87937815.0,30000000.0,9740471.0,6.2,118,66883.0,2.39,193.12605
1790,The 5th Wave (2016),111336398.0,38000000.0,10326356.0,5.2,112,94856.0,2.35,192.99052105263158
893,Corpse Bride (2005),117195061.0,40000000.0,385078.0,7.3,77,231980.0,1.85,192.9876525
430,"Me, Myself & Irene (2000)",149270999.0,51000000.0,24209385.0,6.6,116,215544.0,1.85,192.68823333333333
1678,Think Like a Man Too (2014),70181428.0,24000000.0,29241911.0,5.8,106,19137.0,2.35,192.42261666666667
264,Blade (1998),131183530.0,45000000.0,17073856.0,7.1,120,235199.0,2.39,191.51895555555555
437,What Lies Beneath (2000),291420351.0,100000000.0,29702959.0,6.6,130,113901.0,2.39,191.420351
1174,The Day the Earth Stood Still (2008),233093859.0,80000000.0,30480153.0,5.5,104,159350.0,2.35,191.36732375
1486,Brave (2012),538983207.0,185000000.0,66323594.0,7.1,93,355577.0,2.39,191.34227405405406
60,Sliver (1993),116300000.0,40000000.0,12138283.0,5.0,107,27668.0,2.10,190.75
1651,Noah (2014),362637473.0,125000000.0,43720472.0,5.8,138,235648.0,1.85,190.1099784
1560,G.I. Joe: Retaliation (2013),375740705.0,130000000.0,40501814.0,5.8,110,169065.0,2.35,189.03131153846152
1131,Get Smart (2008),230685453.0,80000000.0,38683480.0,6.5,110,196198.0,1.85,188.35681625
868,Herbie Fully Loaded (2005),144146816.0,50000000.0,12709221.0,4.8,101,43511.0,1.85,188.293632
394,The Beach (2000),144056873.0,50000000.0,15277921.0,6.7,119,215177.0,2.35,188.113746
723,The Texas Chainsaw Massacre (2003),26500000.0,9200000.0,28094014.0,6.2,98,126261.0,1.85,188.04347826086956
803,Alien vs. Predator (2004),172544654.0,60000000.0,38291056.0,5.6,101,178774.0,2.35,187.57442333333333
468,Vertical Limit (2000),215663859.0,75000000.0,15507845.0,5.9,124,56815.0,1.85,187.55181199999998
1249,Couples Retreat (2009),172450423.0,60000000.0,34286740.0,5.5,113,98495.0,1.85,187.41737166666667
1749,Home (2015),387663547.0,135000000.0,52107731.0,6.6,94,88522.0,1.85,187.15818296296297
952,The Lake House (2006),114830111.0,40000000.0,13616196.0,6.8,99,134307.0,2.35,187.0752775
1168,Milk (2008),57293371.0,20000000.0,1481155.0,7.5,128,159941.0,1.85,186.466855
1119,Prom Night (2008),57197876.0,20000000.0,20804941.0,3.9,88,32814.0,2.35,185.98938
933,She's the Man (2006),57194667.0,20000000.0,10730372.0,6.3,105,141145.0,1.85,185.973335
1407,"Crazy, Stupid, Love. (2011)",142851197.0,50000000.0,19104303.0,7.4,118,452121.0,2.39,185.702394
1528,Wreck-It Ralph (2012),471222889.0,165000000.0,49038712.0,7.7,101,362813.0,2.39,185.5896296969697
303,Rocky V (1990),119946358.0,42000000.0,14073170.0,5.3,104,121565.0,1.37,185.58656666666667
592,The Sum of All Fears (2002),193921372.0,68000000.0,31178526.0,6.4,124,99545.0,2.39,185.17848823529414
729,The Matrix Revolutions (2003),427343298.0,150000000.0,48475154.0,6.8,129,430285.0,2.39,184.895532
1730,Terminator Genisys (2015),440603537.0,155000000.0,27018486.0,6.4,126,249590.0,2.35,184.26034645161292
775,Troy (2004),497409852.0,175000000.0,46865412.0,7.2,163,469270.0,1.33,184.23420114285713
1579,World War Z (2013),540007876.0,190000000.0,66411834.0,7.0,116,576234.0,2.39,184.2146715789474
1114,The Ruins (2008),22728043.0,8000000.0,8003241.0,5.8,90,67710.0,2.35,184.1005375
570,John Q (2002),102244770.0,36000000.0,23612171.0,7.1,116,118932.0,1.85,184.01325
459,Charlie's Angels (2000),264105545.0,93000000.0,40128550.0,5.5,98,170364.0,2.39,183.9844569892473
760,Starsky & Hutch (2004),170268750.0,60000000.0,28103367.0,6.1,101,134941.0,2.35,183.78125
1785,"Hail, Caesar! (2016)",62429013.0,22000000.0,11355225.0,6.3,106,116838.0,1.37,183.7682409090909
82,Striptease (1996),113309743.0,40000000.0,12300000.0,4.5,115,41302.0,1.85,183.2743575
1719,Penguins of Madagascar (2014),373543611.0,132000000.0,25447444.0,6.7,92,75434.0,1.85,182.98758409090908
1773,Sicario (2015),84872444.0,30000000.0,12148041.0,7.6,121,348261.0,2.39,182.90814666666665
1610,Carrie (2013),84790678.0,30000000.0,17000000.0,5.9,100,129112.0,2.35,182.63559333333333
1370,Battle Los Angeles (2011),211819354.0,75000000.0,37573187.0,5.7,116,170008.0,2.35,182.42580533333333
1272,The Crazies (2010),56445534.0,20000000.0,16067552.0,6.5,101,107537.0,2.35,182.22767
1146,The House Bunny (2008),70442940.0,25000000.0,14533702.0,5.5,97,76826.0,2.35,181.77176
639,Maid in Manhattan (2002),154906693.0,55000000.0,18711407.0,5.2,105,81303.0,2.39,181.64853272727274
1153,Nights in Rodanthe (2008),84375061.0,30000000.0,13418454.0,6.0,97,22110.0,2.35,181.25020333333333
352,Tequila Sunrise (1988),64639449.0,23000000.0,6350974.0,6.1,115,27602.0,1.85,181.04108260869566
464,How the Grinch Stole Christmas (2000),345141403.0,123000000.0,55082330.0,6.2,104,194744.0,1.85,180.60276666666667
810,The Forgotten (2004),117592831.0,42000000.0,21022111.0,5.8,91,62673.0,1.85,179.98293095238097
193,Anastasia (1997),139804348.0,50000000.0,14242807.0,7.1,94,106816.0,1.78,179.608696
1751,Get Hard (2015),111811453.0,40000000.0,33803253.0,6.0,100,116286.0,1.85,179.5286325
284,Enemy of the State (1998),250649836.0,90000000.0,20038573.0,7.3,132,220052.0,2.39,178.49981777777776
848,Pooh's Heffalump Movie (2005),55686944.0,20000000.0,5805559.0,6.4,68,6017.0,1.78,178.43472
1345,The Tourist (2010),278346189.0,100000000.0,16472458.0,6.0,103,214541.0,2.35,178.346189
1761,Pixels (2015),244866996.0,88000000.0,24011616.0,5.5,105,125488.0,2.35,178.25795
1325,Life as We Know It (2010),105648706.0,38000000.0,14506464.0,6.5,114,117460.0,2.39,178.02291052631577
421,Dinosaur (2000),354248063.0,127500000.0,38854851.0,6.5,82,50324.0,1.85,177.8416180392157
692,"Legally Blonde 2: Red, White & Blonde (2003)",124914842.0,45000000.0,22220670.0,4.8,95,59009.0,1.85,177.5885377777778
1851,Trolls (2016),346864462.0,125000000.0,46581142.0,6.5,92,66653.0,2.39,177.49156960000002
1812,Alvin and the Chipmunks: The Road Chip (2015),249517956.0,90000000.0,14287159.0,5.0,92,15569.0,1.85,177.24217333333334
1437,The Adventures of Tintin (2011),373993951.0,135000000.0,9720993.0,7.3,107,209007.0,2.39,177.03255629629632
539,Serendipity (2001),77516304.0,28000000.0,13309241.0,6.9,90,100600.0,1.78,176.84394285714288
1281,Date Night (2010),152263880.0,55000000.0,25207599.0,6.3,88,148134.0,2.35,176.84341818181818
1139,The Mummy: Tomb of the Dragon Emperor (2008),401128639.0,145000000.0,40457770.0,5.2,112,145764.0,2.39,176.64044068965518
1258,Old Dogs (2009),96753696.0,35000000.0,16894511.0,5.4,88,35321.0,1.85,176.43913142857144
1480,The Dictator (2012),179379533.0,65000000.0,17435092.0,6.4,83,260847.0,2.39,175.9685123076923
1238,The Men Who Stare at Goats (2009),68968688.0,25000000.0,12706654.0,6.2,94,124112.0,2.35,175.874752
1863,Passengers (2016),303144152.0,110000000.0,14869736.0,7.0,116,329279.0,2.39,175.5855927272727
813,Taxi (2004),68895435.0,25000000.0,12029832.0,4.5,97,38914.0,2.35,175.58174
586,The Scorpion King (2002),165333180.0,60000000.0,36075875.0,5.5,92,126339.0,2.39,175.5553
1210,Night at the Museum: Battle of the Smithsonian (2009),413106170.0,150000000.0,70052004.0,6.0,105,168403.0,2.39,175.40411333333333
1810,Barbershop: The Next Cut (2016),55030051.0,20000000.0,20242415.0,5.9,111,13776.0,1.85,175.15025500000002
240,Child's Play 2 (1990),35763605.0,13000000.0,10718520.0,5.8,84,42679.0,1.85,175.10465384615387
1609,Escape Plan (2013),137328301.0,50000000.0,9800000.0,6.7,115,219625.0,2.35,174.656602
344,Deep Blue Sea (1999),164648142.0,60000000.0,19107643.0,5.8,105,119497.0,2.39,174.41357
681,Daddy Day Care (2003),164433867.0,60000000.0,27623580.0,5.5,92,61202.0,1.85,174.056445
1292,Letters to Juliet (2010),82148538.0,30000000.0,13540486.0,6.5,105,88622.0,2.35,173.82846
594,Divine Secrets of the Ya-Ya Sisterhood (2002),73839240.0,27000000.0,16167412.0,6.1,116,17607.0,2.39,173.47866666666667
472,What Women Want (2000),191300000.0,70000000.0,33614543.0,6.4,127,185543.0,1.37,173.28571428571428
252,The 'Burbs (1989),49102000.0,18000000.0,11101197.0,6.9,102,64665.0,1.85,172.7888888888889
54,Made in America (1993),60000000.0,22000000.0,11800000.0,5.0,111,15150.0,1.85,172.72727272727272
1746,Poltergeist (2015),95437994.0,35000000.0,22600000.0,4.9,93,53291.0,2.39,172.67998285714285
1221,Ghosts of Girlfriends Past (2009),102223269.0,37500000.0,15411434.0,5.8,100,80453.0,2.35,172.595384
1426,Real Steel (2011),299268508.0,110000000.0,27319677.0,7.1,127,289234.0,2.35,172.06228
369,Midnight Run (1988),81613606.0,30000000.0,5506290.0,7.5,126,68993.0,1.85,172.04535333333334
1069,Dan in Real Life (2007),67938171.0,25000000.0,11809445.0,6.7,98,95540.0,1.85,171.75268400000002
220,Hope Floats (1998),81471882.0,30000000.0,14210464.0,6.0,114,23529.0,1.85,171.57294000000002
1621,Delivery Man (2013),70541159.0,26000000.0,8215000.0,6.4,105,72867.0,2.35,171.31215
390,Death Becomes Her (1992),149000000.0,55000000.0,12100000.0,6.6,104,97963.0,1.85,170.9090909090909
1113,Nim's Island (2008),100074624.0,37000000.0,13210579.0,6.0,96,32408.0,2.35,170.47195675675675
1748,Insurgent (2015),297276329.0,110000000.0,52263680.0,6.2,119,207936.0,2.35,170.25120818181819
1036,Hairspray (2007),202548575.0,75000000.0,27476745.0,6.6,117,116039.0,2.39,170.06476666666666
1344,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),418186950.0,155000000.0,24005069.0,6.3,113,135257.0,1.78,169.79803225806452
1841,Miss Peregrine's Home for Peculiar Children (2016),296477016.0,110000000.0,28871140.0,6.7,127,148137.0,1.37,169.52456
1441,War Horse (2011),177584879.0,66000000.0,14527972.0,7.2,146,141294.0,2.39,169.0679984848485
1443,The Expendables 2 (2012),268993000.0,100000000.0,28591370.0,6.6,103,284404.0,2.35,168.993
